1580,68
1580.05,70
1580.1,110
1580.15,190
1580.2,225
1580.25,300
1580.3,391
1580.35,552
1580.4,402
1580.45,247
1580.5,243
1580.55,127
1580.6,98
1580.65,89
1580.7,64
1580.75,61
1580.8,63
1580.85,59
1580.9,35
1580.95,33
1581,29
1581.05,35
1581.1,26
1581.15,20
1581.2,27
1581.25,18
1581.3,20
1581.35,21
1581.4,13
1581.45,13
1581.5,21
1581.55,11
1581.6,9
1581.65,8
1581.7,17
1581.75,13
1581.8,10
1581.85,13
1581.9,12
1581.95,12
1582,15
1582.05,28
1582.1,3
1582.15,23
1582.2,8
1582.25,11
1582.3,9
1582.35,11
1582.4,9
1582.45,5
1582.5,10
1582.55,3
1582.6,4
1582.65,3
1582.7,4
1582.75,4
1582.8,10
1582.85,2
1582.9,8
1582.95,3
1583,10
1583.05,6
1583.1,1
1583.15,11
1583.2,9
1583.25,0
1583.3,7
1583.35,5
1583.4,4
1583.45,7
1583.5,2
1583.55,7
1583.6,1
1583.65,7
1583.7,2
1583.75,4
1583.8,11
1583.85,7
1583.9,0
1583.95,4
1584,0
1584.05,5
1584.1,6
1584.15,1
1584.2,8
1584.25,12
1584.3,7
1584.35,9
1584.4,7
1584.45,3
1584.5,11
1584.55,3
1584.6,6
1584.65,3
1584.7,11
1584.75,5
1584.8,5
1584.85,9
1584.9,8
1584.95,8
1585,15
1585.05,4
1585.1,12
1585.15,11
1585.2,12
1585.25,11
1585.3,19
1585.35,18
1585.4,17
1585.45,12
1585.5,7
1585.55,25
1585.6,5
1585.65,13
1585.7,7
1585.75,21
1585.8,27
1585.85,42
1585.9,22
1585.95,31
1586,48
1586.05,31
1586.1,22
1586.15,27
1586.2,40
1586.25,54
1586.3,52
1586.35,29
1586.4,27
1586.45,42
1586.5,34
1586.55,46
1586.6,22
1586.65,29
1586.7,67
1586.75,47
1586.8,47
1586.85,50
1586.9,49
1586.95,78
1587,64
1587.05,92
1587.1,80
1587.15,103
1587.2,105
1587.25,132
1587.3,220
1587.35,258
1587.4,301
1587.45,360
1587.5,580
1587.55,644
1587.6,1606
1587.65,3884
1587.7,6560
1587.75,12731
1587.8,24939
1587.85,26453
1587.9,15624
1587.95,8889
1588,4234
1588.05,1155
1588.1,830
1588.15,540
1588.2,415
1588.25,328
1588.3,299
1588.35,277
1588.4,196
1588.45,176
1588.5,148
1588.55,127
1588.6,96
1588.65,96
1588.7,81
1588.75,70
1588.8,83
1588.85,79
1588.9,53
1588.95,48
1589,60
1589.05,61
1589.1,68
1589.15,63
1589.2,41
1589.25,64
1589.3,93
1589.35,64
1589.4,100
1589.45,107
1589.5,180
1589.55,183
1589.6,84
1589.65,53
1589.7,49
1589.75,37
1589.8,33
1589.85,54
1589.9,24
1589.95,23
1590,37
1590.05,38
1590.1,30
1590.15,48
1590.2,28
1590.25,29
1590.3,36
1590.35,31
1590.4,24
1590.45,22
1590.5,15
1590.55,18
1590.6,15
1590.65,18
1590.7,15
1590.75,16
1590.8,19
1590.85,21
1590.9,14
1590.95,24
1591,14
1591.05,16
1591.1,22
1591.15,23
1591.2,12
1591.25,24
1591.3,18
1591.35,24
1591.4,22
1591.45,12
1591.5,30
1591.55,32
1591.6,28
1591.65,17
1591.7,15
1591.75,19
1591.8,22
1591.85,27
1591.9,24
1591.95,21
1592,14
1592.05,21
1592.1,39
1592.15,48
1592.2,41
1592.25,19
1592.3,21
1592.35,20
1592.4,11
1592.45,23
1592.5,26
1592.55,25
1592.6,26
1592.65,13
1592.7,20
1592.75,17
1592.8,21
1592.85,19
1592.9,18
1592.95,14
1593,24
1593.05,7
1593.1,19
1593.15,23
1593.2,25
1593.25,22
1593.3,31
1593.35,18
1593.4,19
1593.45,16
1593.5,16
1593.55,22
1593.6,7
1593.65,10
1593.7,21
1593.75,7
1593.8,27
1593.85,13
1593.9,24
1593.95,19
1594,34
1594.05,22
1594.1,11
1594.15,9
1594.2,22
1594.25,14
1594.3,27
1594.35,34
1594.4,25
1594.45,43
1594.5,121
1594.55,24
1594.6,73
1594.65,33
1594.7,18
1594.75,16
1594.8,33
1594.85,18
1594.9,25
1594.95,10
1595,13
1595.05,12
1595.1,18
1595.15,29
1595.2,14
1595.25,42
1595.3,23
1595.35,19
1595.4,32
1595.45,18
1595.5,6
1595.55,16
1595.6,21.5
1595.65,10
1595.7,11.5
1595.75,19
1595.8,17
1595.85,23.5
1595.9,14.5
1595.95,24
1596,9.5
1596.05,19.5
1596.1,17.5
1596.15,14.5
1596.2,13
1596.25,16.5
1596.3,18.5
1596.35,15
1596.4,16
1596.45,17
1596.5,8.5
1596.55,16.5
1596.6,13
1596.65,12.5
1596.7,20
1596.75,15
1596.8,18
1596.85,12.5
1596.9,12.5
1596.95,8.5
1597,13
1597.05,13
1597.1,15
1597.15,11
1597.2,21
1597.25,24
1597.3,9
1597.35,25
1597.4,27
1597.45,20
1597.5,31
1597.55,67
1597.6,89
1597.65,190
1597.7,139
1597.75,121
1597.8,68
1597.85,43
1597.9,21
1597.95,11
1598,13.5
1598.05,19.5
1598.1,12
1598.15,13.5
1598.2,19.5
1598.25,18
1598.3,8.5
1598.35,17.5
1598.4,12
1598.45,16
1598.5,19
1598.55,11.5
1598.6,17
1598.65,25
1598.7,50
1598.75,46
1598.8,59
1598.85,42.5
1598.9,11.5
1598.95,19
1599,16
1599.05,9
1599.1,15
1599.15,6
1599.2,13
1599.25,7
1599.3,8
1599.35,10
1599.4,22
1599.45,18
1599.5,16
1599.55,20
1599.6,13
1599.65,8
1599.7,11
1599.75,4
1599.8,6
1599.85,8
1599.9,6
1599.95,11
1600,6
1611,7
1611.05,6
1611.1,6
1611.15,6
1611.2,7
1611.25,7
1611.3,7
1611.35,15
1611.4,21
1611.45,16
1611.5,91
1611.55,146
1611.6,276
1611.65,188
1611.7,209
1611.75,24
1611.8,11
1611.85,13
1611.9,13
1611.95,4
1612,5
1612.05,9
1612.1,2
1612.15,17
1612.2,3
1612.25,6
1612.3,12
1612.35,7
1612.4,6
1612.45,13
1612.5,3
1612.55,3
1612.6,7
1612.65,5
1612.7,8
1612.75,4
1612.8,9
1612.85,7
1612.9,4
1612.95,15
1613,0
